id;company_rating;company_location;total_fleet_count;iata_approved
48487;100%;Tunisia;2.0;t
40378;100%;Chad;3.0;f
6060;100%;Christmas Island;1.0;f
5094;50%;Uzbekistan;2.0;t
8638;;Maldives;2.0;f
23105;;Rwanda;1.0;f
31163;;Fiji;2.0;t
23512;;;1.0;f
30468;;Wallis and Futuna;1.0;t
32882;;Turks and Caicos Islands;2.0;f
39610;;Andorra;2.0;t
44942;;Cape Verde;1.0;t
1070;100%;Jersey;1.0;t
49684;;Indonesia;1.0;t
24700;33%;Denmark;1.0;t
2046;100%;Niue;1.0;f
24747;100%;Nicaragua;6.0;f
19247;100%;Cuba;5.0;f
6531;100%;Mexico;2.0;f
6531;100%;Mexico;2.0;f
6966;100%;Afghanistan;1.0;t
15195;100%;Svalbard & Jan Mayen Islands;3.0;t
38286;100%;Kenya;3.0;f
17531;100%;;1.0;t
42229;100%;Fiji;25.0;f
33966;100%;;1.0;t
12560;100%;Monaco;2.0;t
38274;;;2.0;f
3934;100%;Rwanda;4.0;f
6069;100%;;1.0;t
40161;100%;;1.0;f
10102;;Afghanistan;1.0;f
39555;100%;Marshall Islands;13.0;t
22243;100%;Malta;2.0;f
37548;100%;Russian Federation;2.0;f
3885;100%;Venezuela;1.0;f
7824;100%;Monaco;2.0;t
47551;;Chile;1.0;f
23866;;;1.0;f
12447;;Isle of Man;1.0;f
23249;;Grenada;2.0;f
8768;100%;Kiribati;1.0;f
28394;;Senegal;2.0;f
5251;100%;Brazil;2.0;f
45850;100%;Isle of Man;2.0;f
13578;78%;Monaco;1.0;t
48157;;;2.0;f
5094;50%;Uzbekistan;2.0;t
5855;100%;Marshall Islands;1.0;t
24747;100%;Nicaragua;6.0;f
48630;100%;Tonga;1.0;t
49797;100%;;1.0;f
43708;;Indonesia;3.0;t
46522;100%;Russian Federation;1.0;t
38570;100%;Lithuania;2.0;f
47007;100%;Guinea;2.0;t
11151;100%;Malta;1.0;t
41339;100%;Vanuatu;1.0;f
35332;;French Polynesia;1.0;t
21836;100%;Mauritania;3.0;f
22695;97%;Pakistan;6.0;t
49322;;;1.0;f
46691;90%;Uzbekistan;38.0;f
11326;;Guinea;1.0;t
19267;90%;;2.0;t
3382;100%;;2.0;f
3382;100%;;2.0;f
28792;100%;Senegal;2.0;t
35838;100%;Guernsey;2.0;f
24210;100%;El Salvador;1.0;t
17341;70%;Malawi;2.0;f
37392;100%;Micronesia;7.0;t
41168;100%;Malawi;4.0;t
7821;;Russian Federation;2.0;t
48466;100%;Marshall Islands;1.0;t
45791;;Russian Federation;2.0;t
45973;;Guernsey;1.0;f
13693;100%;United Kingdom;5.0;t
44850;100%;Switzerland;2.0;t
42301;100%;Turkmenistan;1.0;t
30005;;Papua New Guinea;1.0;t
34210;;Niue;1.0;t
22198;;Niger;2.0;f
625;;Isle of Man;1.0;t
22198;;Niger;2.0;f
18869;;Malta;2.0;f
24986;;;1.0;t
3897;90%;Indonesia;1.0;f
31464;100%;Isle of Man;2.0;t
29253;100%;Maldives;2.0;t
9450;;Reunion;2.0;f
38075;100%;Malawi;2.0;f
19776;100%;Marshall Islands;2.0;t
47386;;Sao Tome and Principe;1.0;f
19437;;French Guiana;2.0;t
49093;100%;Kiribati;1.0;t
40042;;Nicaragua;1.0;t
34432;;France;2.0;f
5647;;Bosnia and Herzegovina;4.0;t
37863;;Zimbabwe;4.0;t
35249;100%;Uzbekistan;4.0;t
11035;;Uzbekistan;1.0;t
6541;100%;;1.0;f
23108;100%;Micronesia;2.0;t
10623;;;1.0;f
11517;100%;French Guiana;1.0;t
41239;100%;Micronesia;1.0;f
842;80%;;1.0;t
19494;;Sao Tome and Principe;3.0;t
49984;;Libyan Arab Jamahiriya;1.0;f
37646;100%;Estonia;60.0;f
37646;100%;Estonia;60.0;f
9494;100%;Kenya;1.0;t
44775;100%;;1.0;f
36909;100%;Brazil;4.0;t
28108;100%;Niue;4.0;t
49318;;Russian Federation;1.0;t
22178;65%;Lebanon;1.0;t
36909;100%;Brazil;4.0;t
1264;90%;Denmark;1.0;f
24747;100%;Nicaragua;6.0;f
11858;17%;Guinea;4.0;f
47801;;Guinea;1.0;f
20825;;Kenya;1.0;f
28532;;Uganda;1.0;t
4702;100%;El Salvador;2.0;f
8902;100%;;1.0;f
20440;;Kenya;2.0;t
46415;100%;French Guiana;2.0;t
33240;;;1.0;f
30435;99%;Cape Verde;41.0;f
45291;100%;Holy See (Vatican City State);1.0;t
24403;;France;2.0;t
28203;100%;;2.0;t
46742;100%;;2.0;t
44135;60%;Tonga;1.0;t
3148;90%;Rwanda;1.0;t
36567;100%;Lebanon;1.0;f
41867;100%;Monaco;1.0;t
36909;100%;Brazil;4.0;t
38739;;Svalbard & Jan Mayen Islands;1.0;f
1052;;Montserrat;5.0;f
48773;;Lebanon;1.0;f
15649;;Kenya;1.0;f
16927;100%;Vanuatu;2.0;f
44850;100%;Switzerland;2.0;t
28566;78%;Slovakia (Slovak Republic);79.0;t
15486;100%;Vietnam;1.0;f
49869;100%;Niger;1.0;t
16417;100%;Niger;2.0;t
39815;;Chad;1.0;f
41501;100%;Montserrat;2.0;t
13573;100%;Gibraltar;4.0;t
34218;;Niue;1.0;t
40551;;Bouvet Island (Bouvetoya);3.0;t
32344;;Niue;1.0;f
25556;100%;Faroe Islands;1.0;t
31998;;Malawi;1.0;t
36702;100%;Mauritania;1.0;t
13720;;Bouvet Island (Bouvetoya);3.0;t
18255;100%;Marshall Islands;3.0;f
27829;100%;;2.0;t
9429;100%;;4.0;f
28597;100%;Maldives;1.0;t
27890;80%;Kenya;1.0;t
28483;;Lebanon;1.0;f
24519;;Saint Martin;2.0;f
6707;;;1.0;t
30657;100%;Guinea;2.0;f
29886;0%;Zimbabwe;2.0;t
4731;75%;Kenya;2.0;t
33143;;Malta;1.0;f
15506;100%;Niue;1.0;f
14053;;Anguilla;1.0;f
45907;;;1.0;t
49523;100%;Croatia;1.0;f
19808;89%;Denmark;2.0;f
36814;;Peru;2.0;f
16178;100%;French Guiana;17.0;t
24102;100%;Guinea;2.0;t
18327;100%;Palestinian Territory;2.0;t
11172;100%;Guinea;2.0;t
43906;80%;Slovenia;2.0;t
31509;100%;Jersey;2.0;t
28846;100%;Brazil;1.0;t
48515;100%;Croatia;2.0;t
48618;100%;Niue;2.0;t
4669;;;1.0;f
48618;100%;Niue;2.0;t
10984;;Russian Federation;1.0;t
31833;80%;Isle of Man;1.0;t
36814;;Peru;2.0;f
29932;100%;France;2.0;t
15706;;Kenya;7.0;t
28108;100%;Niue;4.0;t
19721;100%;Tonga;3.0;t
3566;90%;Turkmenistan;1.0;t
33163;100%;Marshall Islands;1.0;f
46919;;Gambia;1.0;t
22788;100%;Gibraltar;1.0;f
31627;;Mauritania;1.0;t
26874;;Nauru;1.0;t
46427;81%;Sao Tome and Principe;4.0;t
29261;100%;Uruguay;1.0;t
34935;100%;Uzbekistan;1.0;t
32164;;Niue;1.0;f
30064;100%;Malawi;1.0;t
38268;;Guinea;1.0;t
45327;;Mexico;1.0;t
40869;100%;Jersey;1.0;t
30497;100%;Slovakia (Slovak Republic);9.0;t
11255;93%;Suriname;41.0;f
45265;67%;Brazil;1.0;t
15016;;Malta;1.0;t
22638;93%;Maldives;2.0;t
5716;100%;Senegal;2.0;f
30921;;United Kingdom;2.0;t
1607;100%;Russian Federation;1.0;f
42229;100%;Fiji;25.0;f
13947;100%;France;3.0;t
48149;80%;Lebanon;2.0;t
41759;;Isle of Man;1.0;t
48149;80%;Lebanon;2.0;t
27280;86%;Denmark;1.0;f
22347;100%;Brazil;2.0;t
36506;70%;Marshall Islands;2.0;f
36654;100%;Sao Tome and Principe;2.0;f
19825;100%;Russian Federation;1.0;f
12179;;Niger;2.0;t
14085;100%;Malawi;1.0;f
24198;25%;French Guiana;4.0;f
5070;100%;Nicaragua;1.0;t
28566;78%;Slovakia (Slovak Republic);79.0;t
2603;96%;Uzbekistan;7.0;f
15491;80%;El Salvador;1.0;t
16889;;;1.0;t
37439;;Pakistan;1.0;t
8032;70%;United Kingdom;1.0;t
48527;;French Guiana;1.0;t
282;100%;Sao Tome and Principe;2.0;t
5514;100%;Ecuador;3.0;f
7635;100%;Kenya;1.0;t
49585;;;1.0;t
5023;;Pakistan;1.0;f
49158;90%;Mauritania;1.0;t
22091;100%;Faroe Islands;9.0;f
40737;89%;Russian Federation;1.0;t
5130;;Russian Federation;1.0;t
2293;100%;Zimbabwe;3.0;t
7106;;Micronesia;1.0;f
22663;;;1.0;t
21391;;Barbados;1.0;t
34112;;Russian Federation;1.0;f
9814;100%;Lebanon;2.0;t
28253;100%;Marshall Islands;3.0;t
48301;;;1.0;t
6534;;Niue;1.0;f
15210;;Faroe Islands;1.0;t
43668;100%;Marshall Islands;6.0;t
24236;60%;;1.0;t
37520;;;1.0;f
44446;100%;Costa Rica;3.0;t
31586;;Chile;3.0;f
5370;60%;Kenya;5.0;f
31806;100%;Micronesia;1.0;t
35897;;Lebanon;1.0;t
4009;;Brunei Darussalam;1.0;t
9948;;Ukraine;2.0;t
43839;100%;;1.0;f
20857;;Netherlands;1.0;t
39542;100%;;2.0;t
46315;;Uzbekistan;1.0;t
29421;;Isle of Man;1.0;t
38324;100%;Isle of Man;1.0;t
38572;0%;France;1.0;f
22038;;Nicaragua;2.0;f
5048;100%;Niue;2.0;t
22291;;Bosnia and Herzegovina;1.0;t
16748;;Kenya;1.0;t
26152;100%;Anguilla;6.0;t
7841;;Niue;1.0;t
26387;100%;Isle of Man;6.0;t
18819;;Sao Tome and Principe;1.0;t
5798;100%;;1.0;f
41695;;Isle of Man;1.0;t
39573;100%;Bouvet Island (Bouvetoya);1.0;t
13365;100%;Indonesia;7.0;t
28351;100%;;1.0;f
35593;100%;Marshall Islands;3.0;f
14175;100%;;1.0;t
16417;100%;Niger;2.0;t
5629;50%;Sao Tome and Principe;1.0;f
27231;100%;Isle of Man;1.0;t
24526;44%;Guinea;2.0;f
43692;100%;Isle of Man;1.0;t
38326;;Congo;1.0;f
35819;;;2.0;t
4107;;Niger;1.0;f
27797;;Switzerland;2.0;t
30947;;Turkmenistan;1.0;t
28224;100%;Rwanda;1.0;f
8545;100%;;1.0;f
11976;;Gambia;2.0;t
12942;;Guinea;3.0;t
24945;100%;Lebanon;1.0;t
795;100%;;1.0;t
49189;100%;Turks and Caicos Islands;3.0;f
36474;;;1.0;t
16058;;Jersey;1.0;t
28448;;Brazil;1.0;t
6438;;Vanuatu;2.0;f
9707;;Finland;1.0;f
43484;100%;Costa Rica;1.0;f
38425;100%;;2.0;t
491;;Nauru;1.0;t
31663;100%;Micronesia;2.0;f
39413;100%;Monaco;1.0;f
21399;100%;Lebanon;1.0;t
15908;100%;Guinea;2.0;t
9866;100%;Jersey;1.0;t
34483;100%;Denmark;1.0;f
49499;;Niue;1.0;f
29036;100%;Russian Federation;1.0;f
33763;;United Kingdom;1.0;t
19482;;Cocos (Keeling) Islands;4.0;f
33823;78%;France;17.0;t
16697;;Sao Tome and Principe;1.0;f
39952;100%;Tonga;21.0;f
693;;Micronesia;1.0;f
38757;90%;Gambia;2.0;t
42104;50%;Djibouti;2.0;f
13552;;France;1.0;t
32381;0%;Switzerland;1.0;t
4753;;;1.0;f
5400;;Chile;1.0;t
38425;100%;;2.0;t
18962;;Sao Tome and Principe;1.0;f
10634;100%;Lithuania;3.0;t
5502;100%;Uzbekistan;1.0;f
6230;0%;Marshall Islands;1.0;f
9907;100%;Russian Federation;1.0;t
48030;100%;;1.0;f
27989;;Nauru;1.0;t
15280;60%;Kenya;2.0;t
16958;;Afghanistan;1.0;t
29278;100%;Malawi;1.0;f
23863;;Jersey;1.0;f
531;;Marshall Islands;1.0;t
27057;;Andorra;1.0;t
15280;60%;Kenya;2.0;t
33823;78%;France;17.0;t
8639;;Lebanon;1.0;t
22038;;Nicaragua;2.0;f
35819;;;2.0;t
17041;100%;Estonia;1.0;t
37308;100%;Russian Federation;1.0;f
2717;;Uzbekistan;3.0;f
19984;100%;Ecuador;14.0;t
34103;;Chile;1.0;t
8895;;Palestinian Territory;1.0;f
19984;100%;Ecuador;14.0;t
33285;100%;Uzbekistan;2.0;t
35725;100%;Senegal;1.0;t
11205;100%;Chad;1.0;t
42229;100%;Fiji;25.0;f
42229;100%;Fiji;25.0;f
17724;;Turks and Caicos Islands;6.0;t
17715;100%;;1.0;t
42229;100%;Fiji;25.0;f
48262;;Guinea;1.0;t
32370;100%;Costa Rica;3.0;t
2778;;Anguilla;2.0;t
5777;100%;Puerto Rico;3.0;t
25329;;Kiribati;2.0;t
2942;100%;Isle of Man;3.0;t
4821;100%;Niger;2.0;t
10952;;Faroe Islands;1.0;t
9013;100%;;2.0;f
8558;100%;Andorra;1.0;t
14220;;Holy See (Vatican City State);1.0;t
37919;;Niue;1.0;t
14883;90%;Uganda;1.0;f
8757;;Senegal;1.0;t
28384;;;1.0;t
49247;;Isle of Man;1.0;t
48400;100%;Peru;1.0;t
26099;99%;Reunion;15.0;f
39029;100%;Mexico;3.0;f
11987;100%;Uganda;1.0;t
42040;;Andorra;1.0;f
8638;;Maldives;2.0;f
48209;83%;Uganda;4.0;t
31310;100%;Kiribati;1.0;t
47756;100%;Uzbekistan;1.0;t
20802;;Croatia;1.0;t
44890;95%;Wallis and Futuna;9.0;t
25180;100%;;1.0;t
18762;;Guinea;1.0;f
44890;95%;Wallis and Futuna;9.0;t
44890;95%;Wallis and Futuna;9.0;t
15963;100%;Svalbard & Jan Mayen Islands;1.0;f
35494;;Monaco;1.0;t
19821;;Slovakia (Slovak Republic);1.0;t
1849;100%;Marshall Islands;1.0;t
32092;86%;;1.0;f
45014;100%;Indonesia;2.0;t
6845;80%;Croatia;2.0;t
11422;50%;;1.0;f
37909;100%;Russian Federation;2.0;t
39287;100%;;1.0;t
40499;100%;Barbados;1.0;t
8760;100%;Finland;6.0;t
43524;;Isle of Man;1.0;f
30060;100%;;1.0;f
4533;;;1.0;t
39240;100%;Guinea;1.0;t
10701;0%;Indonesia;1.0;f
29980;80%;Russian Federation;1.0;t
43854;100%;Ecuador;3.0;f
43854;100%;Ecuador;3.0;f
23819;;Guinea;1.0;f
26095;100%;Gambia;2.0;f
11355;;Monaco;1.0;t
26052;90%;Gambia;3.0;t
12612;;Holy See (Vatican City State);1.0;f
34865;;Uganda;2.0;t
36430;100%;Niue;1.0;t
40666;100%;Jersey;1.0;t
32238;86%;Turks and Caicos Islands;1.0;t
30184;100%;Zimbabwe;2.0;f
35841;100%;Saint Helena;4.0;f
9797;100%;Uzbekistan;1.0;f
30878;;Sao Tome and Principe;1.0;f
40757;100%;United Kingdom;1.0;t
16356;;;1.0;t
41420;;Palestinian Territory;1.0;f
8960;;;2.0;t
9659;;El Salvador;1.0;f
25188;;Marshall Islands;1.0;f
40657;;Marshall Islands;1.0;f
21145;100%;Kenya;1.0;t
35593;100%;Marshall Islands;3.0;f
1078;100%;Kenya;2.0;t
1078;100%;Kenya;2.0;t
33706;;Lebanon;1.0;t
40692;;Zimbabwe;1.0;t
43717;;Bosnia and Herzegovina;5.0;t
15538;;Madagascar;2.0;f
20588;;Malta;1.0;t
25618;;Indonesia;1.0;t
15630;;Rwanda;1.0;t
29533;;Micronesia;1.0;t
20804;;;1.0;t
33414;0%;Russian Federation;1.0;t
24144;;;2.0;t
32480;;Croatia;2.0;t
43717;;Bosnia and Herzegovina;5.0;t
21227;100%;Uzbekistan;2.0;f
4668;100%;Reunion;1.0;t
24666;;Estonia;1.0;f
29302;;;1.0;f
11273;;Cape Verde;1.0;t
36943;;Zimbabwe;2.0;t
19948;100%;Jersey;2.0;f
44167;;Russian Federation;1.0;f
587;100%;;1.0;t
9437;;;1.0;f
3773;;;1.0;t
41755;100%;Isle of Man;2.0;f
14911;;Chile;1.0;t
38218;100%;Malawi;1.0;t
40083;;Monaco;1.0;f
33266;;Bouvet Island (Bouvetoya);1.0;f
43552;100%;Malta;1.0;t
1020;100%;United Kingdom;7.0;t
30283;100%;Brazil;15.0;f
30283;100%;Brazil;15.0;f
30283;100%;Brazil;15.0;f
27892;;Guinea;1.0;t
37215;100%;Indonesia;4.0;t
38060;;Chad;1.0;t
47916;;Russian Federation;1.0;t
27952;20%;;1.0;t
16902;100%;Uzbekistan;3.0;f
32371;;Isle of Man;2.0;t
38358;;Peru;1.0;f
33009;0%;;1.0;t
18159;;;1.0;t
41552;;Kenya;1.0;t
11255;93%;Suriname;41.0;f
37957;100%;Chad;2.0;t
11796;;Rwanda;1.0;t
46276;100%;Kiribati;1.0;t
11616;100%;Uzbekistan;12.0;t
37059;100%;;1.0;t
10620;67%;Marshall Islands;1.0;f
36423;100%;;1.0;f
40171;;;1.0;f
45179;;;2.0;t
24558;;;1.0;f
43152;100%;Nicaragua;82.0;t
26387;100%;Isle of Man;6.0;t
28942;;French Guiana;1.0;f
43459;;United Kingdom;1.0;f
9114;94%;Sao Tome and Principe;4.0;t
43152;100%;Nicaragua;82.0;t
21456;;Jersey;1.0;t
522;;;1.0;t
19984;100%;Ecuador;14.0;t
14018;;Svalbard & Jan Mayen Islands;3.0;t
3894;;;1.0;t
14018;;Svalbard & Jan Mayen Islands;3.0;t
38131;100%;Antarctica (the territory South of 60 deg S);3.0;t
42849;100%;Gambia;1.0;f
45905;100%;Sao Tome and Principe;3.0;t
8254;80%;Gibraltar;1.0;t
21674;67%;Jersey;1.0;f
10680;;Anguilla;2.0;f
31523;;;1.0;f
49030;100%;Kenya;2.0;f
30226;100%;Russian Federation;1.0;t
36779;;;1.0;t
31693;;Lebanon;1.0;t
45297;;Niue;1.0;t
14922;100%;Samoa;3.0;t
45591;;;1.0;t
4906;100%;Senegal;2.0;t
11255;93%;Suriname;41.0;f
23499;;Lithuania;1.0;f
39430;100%;;1.0;f
6283;100%;Switzerland;3.0;f
21267;100%;Rwanda;3.0;f
8345;100%;Andorra;1.0;f
10209;100%;Gambia;1.0;f
29352;80%;El Salvador;2.0;f
31200;100%;Lebanon;1.0;f
1877;100%;Guinea;1.0;f
43152;100%;Nicaragua;82.0;t
47076;;Zimbabwe;1.0;t
40965;;;1.0;t
41200;;Saint Helena;1.0;t
43193;100%;Estonia;3.0;f
15545;;Monaco;1.0;t
16692;;;1.0;t
7508;;Afghanistan;1.0;f
48937;88%;Estonia;3.0;t
41301;100%;Costa Rica;9.0;t
3492;100%;Finland;3.0;f
13261;100%;Bosnia and Herzegovina;2.0;t
26345;;Croatia;1.0;t
46709;80%;Niue;4.0;t
34018;100%;French Guiana;1.0;f
26052;90%;Gambia;3.0;t
26052;90%;Gambia;3.0;t
40281;100%;;3.0;f
22276;;Guernsey;1.0;t
14018;;Svalbard & Jan Mayen Islands;3.0;t
35147;95%;Mauritania;5.0;t
35198;;Venezuela;1.0;f
31;;Togo;1.0;t
45908;;Guinea;1.0;t
10145;100%;;1.0;f
39159;;Slovakia (Slovak Republic);1.0;t
38565;90%;Greenland;1.0;f
39023;100%;Niue;1.0;t
6407;0%;Niue;3.0;f
31658;100%;Maldives;1.0;f
20218;100%;Slovakia (Slovak Republic);11.0;t
9602;;;1.0;f
138;;Netherlands;3.0;t
138;;Netherlands;3.0;t
2273;;;1.0;t
18633;100%;Lithuania;1.0;t
944;;Vietnam;7.0;t
47285;;Uzbekistan;2.0;t
13108;;Bosnia and Herzegovina;1.0;t
3339;100%;France;1.0;t
8321;;;1.0;f
31615;0%;Monaco;1.0;t
26108;;Lebanon;1.0;t
4713;;;1.0;f
27436;;Croatia;2.0;f
46691;90%;Uzbekistan;38.0;f
13559;100%;Mexico;1.0;t
47943;100%;;2.0;f
28566;78%;Slovakia (Slovak Republic);79.0;t
8325;60%;;1.0;f
44841;100%;Sao Tome and Principe;3.0;t
8738;;;2.0;t
7835;100%;Kenya;1.0;t
6746;;Palestinian Territory;1.0;t
39952;100%;Tonga;21.0;f
28566;78%;Slovakia (Slovak Republic);79.0;t
24849;;;1.0;f
22372;97%;Cuba;1.0;t
1743;0%;;1.0;f
3844;;Cocos (Keeling) Islands;1.0;t
9339;;Denmark;1.0;f
26540;;Lebanon;1.0;f
7611;;Croatia;1.0;f
6280;;Montserrat;1.0;f
49126;100%;Guinea;3.0;t
33347;;Bosnia and Herzegovina;1.0;f
43152;100%;Nicaragua;82.0;t
49126;100%;Guinea;3.0;t
11193;;French Guiana;1.0;f
22561;;Uzbekistan;1.0;f
2781;;;1.0;f
1803;;Chad;1.0;f
34653;100%;Turkmenistan;1.0;t
25508;67%;Guinea;1.0;f
903;0%;Anguilla;1.0;f
10232;;French Polynesia;1.0;t
20287;100%;Tonga;1.0;t
34296;;Kenya;3.0;f
14658;;Niger;1.0;f
24775;97%;Montserrat;44.0;f
18848;;;3.0;t
18848;;;3.0;t
20063;;Gibraltar;1.0;f
33212;;Jersey;1.0;t
2675;100%;Cuba;1.0;f
28121;;Ghana;1.0;t
29891;;Indonesia;1.0;t
17985;;Croatia;1.0;t
16602;;Gambia;2.0;t
39270;;Russian Federation;1.0;t
9222;100%;Brazil;18.0;t
40678;100%;Ecuador;3.0;t
6007;100%;Russian Federation;1.0;f
4094;;Russian Federation;4.0;t
49596;;;1.0;t
6586;;Turkmenistan;1.0;t
23301;;Vietnam;1.0;t
21286;100%;Tonga;6.0;t
37057;100%;Lebanon;2.0;f
47780;;Rwanda;1.0;f
43152;100%;Nicaragua;82.0;t
24775;97%;Montserrat;44.0;f
27357;;Russian Federation;1.0;t
5858;;Cape Verde;2.0;t
28562;80%;Niger;1.0;t
21301;70%;;1.0;t
21462;100%;Guinea;4.0;t
30435;99%;Cape Verde;41.0;f
14240;100%;Chile;3.0;t
43152;100%;Nicaragua;82.0;t
30435;99%;Cape Verde;41.0;f
36438;;Mauritania;2.0;t
3362;40%;Rwanda;1.0;t
43152;100%;Nicaragua;82.0;t
42229;100%;Fiji;25.0;f
22316;100%;Zimbabwe;1.0;t
49253;;Philippines;1.0;f
32108;100%;;1.0;t
44459;89%;Kenya;1.0;t
9701;;Kenya;1.0;f
22550;;Zimbabwe;1.0;t
12942;;Guinea;3.0;t
14700;100%;Montserrat;3.0;f
15449;;Guinea;1.0;t
27631;;Indonesia;1.0;t
42259;;Russian Federation;1.0;t
2080;0%;Malta;1.0;t
20467;;Niue;1.0;t
22483;;Guinea;1.0;t
238;67%;Netherlands Antilles;1.0;t
20291;;Gibraltar;2.0;t
5858;;Cape Verde;2.0;t
3021;;;1.0;f
18473;;;1.0;f
7179;;Maldives;3.0;f
45228;100%;;2.0;t
38198;;Bouvet Island (Bouvetoya);2.0;f
23009;100%;Gambia;1.0;t
8484;100%;Monaco;17.0;t
1302;;Brazil;2.0;t
21097;;;1.0;t
4323;;;1.0;t
9335;100%;Russian Federation;1.0;f
4832;;Jersey;6.0;t
15880;100%;;1.0;f
6407;0%;Niue;3.0;f
22420;;Tonga;1.0;t
25095;100%;Senegal;4.0;f
39752;100%;Ecuador;1.0;f
23479;;Gambia;1.0;t
3316;;;2.0;f
12727;100%;Marshall Islands;1.0;t
24577;;Malawi;2.0;t
4094;;Russian Federation;4.0;t
47691;100%;Gibraltar;1.0;f
6037;80%;Guinea;9.0;t
46568;;Maldives;2.0;t
8588;;;2.0;f
18352;;Tokelau;4.0;t
26938;;Nicaragua;1.0;f
46361;;Chad;1.0;t
36985;100%;Kiribati;7.0;t
11893;100%;Isle of Man;1.0;t
458;;;1.0;t
16864;100%;Reunion;1.0;t
35235;100%;Isle of Man;1.0;f
24068;;;1.0;f
5605;;;1.0;t
4382;100%;Saint Helena;1.0;t
32570;;Guinea;4.0;t
25925;100%;Guinea;1.0;t
41003;;Zimbabwe;1.0;t
17252;100%;Cuba;2.0;f
19489;;Jersey;1.0;f
5267;100%;Tunisia;1.0;f
25728;100%;Bouvet Island (Bouvetoya);3.0;f
17772;;Jersey;1.0;f
5077;100%;;2.0;t
1615;;Malta;1.0;f
5182;;Gibraltar;1.0;f
28387;;Afghanistan;1.0;t
24311;100%;Uzbekistan;2.0;t
10594;88%;;2.0;t
11127;;Cook Islands;1.0;t
46733;100%;Korea;1.0;t
24533;;;1.0;t
31580;100%;Niue;2.0;t
21757;;Kenya;2.0;t
43152;100%;Nicaragua;82.0;t
28429;100%;Gambia;1.0;t
40619;100%;Mexico;1.0;f
43152;100%;Nicaragua;82.0;t
43152;100%;Nicaragua;82.0;t
19953;;United Kingdom;3.0;t
24577;;Malawi;2.0;t
37383;100%;;1.0;t
18399;100%;Kiribati;8.0;t
5777;100%;Puerto Rico;3.0;t
23865;90%;;2.0;t
14209;100%;Malawi;3.0;f
18399;100%;Kiribati;8.0;t
18399;100%;Kiribati;8.0;t
18399;100%;Kiribati;8.0;t
13254;;;1.0;t
42564;;Zimbabwe;1.0;t
1720;;Marshall Islands;1.0;t
49757;100%;Isle of Man;1.0;t
172;;Niue;4.0;f
32263;100%;;1.0;t
17144;100%;Barbados;1.0;t
154;100%;;1.0;t
40871;;;1.0;f
13569;90%;Sao Tome and Principe;1.0;t
32940;;Peru;1.0;f
20990;;Croatia;2.0;f
252;;Lebanon;1.0;t
11332;100%;Croatia;2.0;t
6233;80%;Pakistan;3.0;f
32801;63%;Somalia;1.0;f
20322;100%;;1.0;t
42684;;Svalbard & Jan Mayen Islands;1.0;t
19315;100%;Malawi;1.0;t
4094;;Russian Federation;4.0;t
42376;33%;;1.0;t
43231;;Lebanon;1.0;t
25165;93%;Uzbekistan;7.0;f
37809;100%;Uzbekistan;2.0;f
25589;70%;Russian Federation;1.0;t
9307;100%;Puerto Rico;1.0;f
17014;;;1.0;t
47848;30%;Uzbekistan;1.0;t
40128;100%;Russian Federation;3.0;t
25740;;;1.0;f
11255;93%;Suriname;41.0;f
15984;;Micronesia;1.0;f
10489;;;1.0;t
43872;100%;Guinea;1.0;t
48391;;Ecuador;1.0;t
44165;100%;;1.0;t
35983;91%;Brazil;4.0;t
34865;;Uganda;2.0;t
41555;;;1.0;t
29564;100%;Turkmenistan;1.0;t
17962;;Isle of Man;1.0;f
3273;;Holy See (Vatican City State);2.0;t
9305;100%;Sao Tome and Principe;2.0;t
37900;;Guernsey;2.0;t
37533;100%;;1.0;f
37573;;;1.0;f
30822;;;1.0;t
5740;;Brazil;1.0;f
24003;;Isle of Man;1.0;t
15712;;Chile;1.0;t
17125;;Nicaragua;1.0;t
25164;;Kenya;4.0;f
27361;;;3.0;t
11532;;Russian Federation;1.0;f
6902;88%;Russian Federation;1.0;t
41176;;Lebanon;1.0;t
23757;100%;Tonga;1.0;t
8648;100%;;1.0;f
4702;100%;El Salvador;2.0;f
10070;;Turkmenistan;1.0;f
11426;100%;;3.0;t
47063;100%;Uruguay;1.0;t
6536;100%;Malta;3.0;t
49053;94%;Indonesia;4.0;t
5859;40%;Papua New Guinea;1.0;t
15014;100%;Rwanda;3.0;f
33728;100%;Monaco;2.0;f
41504;100%;Monaco;2.0;t
45010;;Russian Federation;1.0;t
22476;;Barbados;1.0;t
37662;100%;Kenya;2.0;t
20617;;Chad;1.0;t
8505;70%;Niue;1.0;f
44145;100%;Rwanda;4.0;t
30481;100%;Slovakia (Slovak Republic);2.0;t
38540;100%;Kenya;1.0;f
28652;;;1.0;t
11762;100%;French Guiana;1.0;t
12714;100%;Gibraltar;1.0;t
45337;90%;Tonga;3.0;f
40719;;Gambia;2.0;t
13980;;Isle of Man;1.0;f
24747;100%;Nicaragua;6.0;f
43802;;Sao Tome and Principe;1.0;t
266;100%;Tunisia;1.0;t
29461;;Bosnia and Herzegovina;5.0;t
32561;100%;Lebanon;3.0;f
9264;88%;Kenya;2.0;t
4517;100%;El Salvador;3.0;t
2955;;Tonga;1.0;t
22848;;Russian Federation;1.0;f
32749;;Isle of Man;1.0;t
43405;;Jersey;1.0;t
1118;;;1.0;t
16971;;;1.0;t
16263;;Isle of Man;2.0;f
